Id,Kazakh,Russian,English,Level
6089,"паспорт, төлқұжат",паспорт,passport,C1
6090,журнал,журнал,magazine,C1
6091,маркі,марка,stamp,C1
6092,роман ҚАТЫСЫМ,роман,novel,C1
6093,жаңалықтар,новости,news,C1
6094,"Қатысым, сөйлесім","Общение,","Communication,",C1
6095,сұхбат,интервью,interview,C1
6096,өз пікірін білдіру,высказывание,statement/utterance,C1
6097,рұқсат,разрешение,permission,C1
6098,тыйым,запрещение,prohibition,C1
6099,ертеңге дейін,до завтра!,Have a nice day!,C1
6100,"Кешіріңіз, сіз білесіз бе?","Извините, вы не знаете?","Sorry, don’t you know?",C1
6101,Мерекеңізбен!,С праздником!,Congratulations!,C1
6102,Қарым-қатынас тәртібі,Этикет,Etiquette,C1
6103,этикет,этикет,etiquette,C1
6104,Сәлем,Привет!,Hi!,C1
6105,Менің атым,Меня зовут,My name is,C1
6106,Менің тегім,Моя фамилия,My surname is,C1
6107,Сізді көргеніме қуаныштымын,Рад вас видеть,I am glad to see you.,C1
6108,Рахмет,Спасибо,Thank you!,C1
6109,Жақсылық тілеймін!,Всего хорошего!,Good-bye! All the best!,C1
6110,Қымбатты,Дорогая,Dear Ainur,C1
6111,Айнұр Рахманқызы!,Айнур Рахмановна!,Rakhmanovna!,C1
6112,Достар!,Друзья!,Dear Friends!,C1
6113,Өте қуаныштымын,Очень рад(а),I’m glad to…,C1
6114,өкінішті-ақ,очень жаль,it is a thousand pities,C1
6115,ризашылықпен,с удовольствием,with pleasure,C1
6116,Қаратпа түрлері,Формы обращения,Form of address,C1
6117,Құрметті қонақтар!,Уважаемое гости,Dear guests,C1
6118,Қадірлі әріптестер,Уважаемые коллеги!,Dear colleagues,C1
6119,Тыңдаңызшы!,Послушайте!,"Listen to me, please!",C1
6120,Ханымдар мен мырзалар!,Дамы и господа!,Ladies and gentlemen!,C1
6121,"Кешіріңіз, кешірерсіз!",Извините!,Excuse me/ Pardon me!,C1
6122,Ғафу етіңіз!,Простите!,Excuse me/ I’m sorry!,C1
6123,"Иә, бұл мен","Да, это я","Yes, it’s me",C1
6124,жарайды,Ладно,All right,C1
6125,"Жарайды, әрине","Да, конечно.",Of course.,C1
6126,Өте жақсы,Очень хорошо,Very well.,C1
6127,Біз қарсы емеспіз,Мы не возражаем,We don't mind.,C1
6128,"Иә, мейліңіз","Да, пожалуйста","Yes, please",C1
6129,Мен қарсы емеспін,Я не возражаю,I don't mind,C1
6130,Болмайды,Нельзя,It is impossible,C1
6131,"Жоқ, рахмет","Нет, спасибо","No, thank you",C1
6132,Біз келіспейміз,Мы не согласны,We don’t agree (with),C1
6133,Білмейміз,Не знаем,We do not know,C1
6134,Бұл менің қолымнан келмейді,Это не в моих силах,I can not do this,C1
6135,Құптамаймын,Не поддерживаю,I hold no brief for/i don’t support,C1
6136,Бұл мүмкін емес,Это невозможно,It’s impossible,C1
6137,Бұлай болуы мүмкін емес,Это исключено,It is not ruled out/it may well be so,C1
6138,Сенікі дұрыс емес,Ты не прав(а),You are not right,C1
6139,Сіз қателесесіз,Вы ошибаетесь,You are mistaken,C1
6140,Сіздікі дұрыс емес,Вы не правы,You are not right,C1
6141,Аман-сау бол!,Будь здоров! До свидания!,Good bye!,C1
6142,Қайыр қош бол!,Счастливо оставаться!,Good luck!,C1
6143,Сәлем айт,Передай привет,Best regards to,C1
6144,Әпере салыңызшы,"Подайте, пожалуйста",Could you pass it to me?,C1
6145,Есікті жабыңызшы,"Закройте дверь, пожалуйста",Could you close the door?,C1
6146,Түсіндіріңізші,"Объясните, пожалуйста",Could you explain to me?,C1
6147,"Айналайын, көмектесіңізші","Помогите, пожалуйста","Please, help me",C1
6148,мұнда әкеліңізші,принесите,Could you bring it here?,C1
6149,Өзіңіз алыңызшы!,"Возьмите, пожалуйста, сами!",Could you take it yourself?,C1
6150,Сізден өтінемін!,Прошу вас!,Could you do a favour?/ I  ask you to do a favour for me,C1
6151,Абыржымаңыз!,Не волнуйтесь!,Don’t worry!,C1
6152,Айтып жіберіңізші!,"Подскажите, пожалуйста!",Could you tell me?,C1
6153,Көмектесіп жіберіңізші!,"Помогите, пожалуйста!",Could you help me?,C1
6154,Сабыр етіңізші!,"Успокойтесь, пожалуйста!",Take it easy.,C1
6155,Сәл кідіріңізші! МЕМЛЕКЕТ,Подождите немного!,Wait a little.,C1
6156,жалау,флаг,flag,C1
6157,социализм,социализм,socialism,C1
6158,капитализм,капитализм,capitalism,C1
6159,прокурор,прокурор,public prosecutor,C1
6160,адвокат,адвокат,advocate,C1
6161,"Ішкі одақ, федерация",Федерация,Federation,C1
6162,мемлекеттік құрылыс,государственное устройство,state organization,C1
6163,ұлттық,национальный,national,C1
6164,ата заң,конституция,constitution,C1
6165,"съезд, құрылтай",съезд,congress/convention,C1
6166,монархия,монархия,monarchy,C1
6167,король,король,king,C1
6168,император,император,emperor,C1
6169,жеке бүлік,диктатура,dictatorship,C1
6170,экономика (ғылым),экономика ( наука),economy(science),C1
6171,ел экономикасы,экономика страны,national economy,C1
6172,экономикалық интеграция,экономическая интеграция,economic integration,C1
6173,экономикалық саясат,экономическая политика,"deal, economic policy",C1
6174,экономикалық ақпарат,экономическая информация,economic information,C1
6175,экономикалық көрсеткіштер,экономические показатели,economic indexes,C1
6176,экономикалық талдау,экономический анализ,economic analysis,C1
6177,бейбіт шарт,мирный договор,treaty of peace/peace treaty,C1
6178,халықаралық шарт,международный договор,international agreement,C1
6179,ұзақ мерзімді шарт,долгосрочный договор,period contract/time contract,C1
6180,қысқа мерзімді шарт,краткосрочный договор,short-term agreement,C1
6181,жанама шығындар,косвенные расходы,indirect costs,C1
6182,үстеме шығындар,накладные расходы,"burden, overhead charges",C1
6183,төтенше шығындар,чрезвычайные расходы,extraordinary costs,C1
6184,төте шығындар,прямые расходы,direct expences,C1
6185,валюта,валюта,currency,C1
6186,айырбасталатын валюта,конвертируемая валюта,convertible currency,C1
6187,валюта бағамы,курс валют,exchange rate,C1
6188,салық жүйесі,налоговая система,tax system,C1
6189,салық заңдары,налоговое законодательство,tax legislation,C1
6190,салық құқығы,налоговое право,revenue law/fiscal law,C1
6191,мәмлегерлік,дипломатия,diplomacy,C1
6192,араласпаушылық,невмешательство,non-interference,C1
6193,дипломатиялық қатынастар,дипломатические отношения,diplomatic relations,C1
6194,дипломатиялық,дипломатические,diplomatic,C1
6195,келіссөздер,переговоры,negotations,C1
6196,халықаралық қауіпсіздік МӘДЕНИЕТ,международная безопасность,international security,C1
6197,өлім,смерть,death,C1
6198,нәресте денсаулығы,здоровье ребенка,child health,C1
6199,жаңа туылған баланың гигиенасы,гигиена новорожденного,newborn hygiene,C1
6200,шала туылған балалар,недоношенные дети,premature babies,C1
6201,оқушы гигиенасы,гигиена школьников,sсhool children hygiene,C1
6202,жасөспірімдер гигиенасы,гигиена подростков,teenager hygiene,C1
6203,әйел аурулары,женские болезни,women's diseases,C1
6204,мастит,мастит,mastitis,C1
6205,миома,миома,myoma,C1
6206,аденома,аденома,adenoma,C1
6207,простатит,простатит,prostatitis,C1
6208,белсіздік,мужское бесплодие,male sterlity,C1
6209,ағзаны тазалау,очищение организма,detox,C1
6210,індет,чума,plague,C1
6211,құрт ауруы,туберкулез,tuberculosis,C1
6212,Басқа аурулар,Другие заболевания,Other illnesses,C1
6213,су қараңғылық,глаукома,glaucoma,C1
6214,шел басу,катаракта,cataract,C1
6215,диатез,диатез,diathesis,C1
6216,мешел,рахит,rachitis,C1
6217,қанның азаюы,анемия,anemia,C1
6218,Ауру белгілері,Симптомы,Symptoms,C1
6219,белгілер,симптомы,symptoms,C1
6220,бас айналымы,головокружение,vertigo,C1
6221,"Дәрігерлер,","Врачи, больница","Doctor/physician,",C1
6222,операция столы,операционный стол,surgical (operaional) table,C1
6223,жансақтау бөлімі,реанимация,resuscitation,C1
6224,анестезиолог,анестезиолог,"anaesthetist, anaesthesiologist",C1
6225,дәрігерлік тексеру,медосмотр,medical examination/medical inspection,C1
6226,стетоскоп,стетоскоп,stethoscope,C1
6227,қан анализі,анализ крови,blood test/ blood examination,C1
6228,укол,укол,prick,C1
6229,кардиограмма,кардиограмма,cardiogram,C1
6230,кардиография,кардиография,cardiography,C1
6231,томография,томография,tonography,C1
6232,флюорография,флюорография,fluorography,C1
6233,"ультрадыбыстық сәулелену Етістіктер Етістіктердің мағыналық топтарының классификациясы 1. кезең, стадияны білдіретін етістіктер (бастау, жалғастыру, аяқтау); 2. қозғалыс етістіктері (жүгіру, бару, ұшу); 3. санды, барлықты білдіретін етістіктер (сақтау, қысқарту, жинақтау); 4. қалып күйді білдіретін етістіктер (тұру, отыру, ілініп тұру, жату); 5. тұрмыс мәнді етістіктер (жұмыс істеу, жеу, киіну, ауыру); 6. сезім етістіктері (жақсы көру, жек көру, қуану, жылау); 7. ойлау етістіктері (ойлау, қорытынды жасау, есеп шығару, қайта ойлау); 8. жұмыс операцияларын білдіретін етістіктер (дайындау, жөндеу, аралау, жуу); 9. қатысым етістіктері (сөйлеу, сұрау, жауап беру, алу, беру, танысу, кешірім сұрау); 10. күрес мәнді білдіретін етістіктер (шабуыл жасау, қорғану, жеңу, ату);",ультразвуковое излучение,ultrasonic radiation,C1
6234,Кезеңді,Глаголы,Verbs defining,C1
6235,білдіретін,определяющие,stage AND period,C1
6236,"көріну, пайда болу",появиться,to appear/emerge,C1
6237,қалыптасу,"формироваться, складываться",to form/take shape,C1
6238,жалғасу,продолжаться,to continue,C1
6239,жаңарту,обновить,to renovate,C1
6240,Aяқтау,Завершение,Сomplete,C1
6241,шаңғымен сырғанау,кататься на лыжах,to ski,C1
6242,конькимен сырғанау,кататься на коньках,to skate,C1
6243,Қозғалыс түрлері,Виды движений,Kinds of movements,C1
6244,"Жоғарыға, төменге","Действия верх, вниз","Actions top,",C1
6245,Жылдамдық,Скорость,Speed,C1
6246,Ізіне түсу,Преследование,Рersecution,C1
6247,Шыққаннан кіргенге,Цикл движений,Cycle movement,C1
6248,дейінгі қозғалыс,от выхода до входа,from an exit to an,C1
6249,Судағы қозғалыс,Движения в воде,Movements in water,C1
6250,бұрылу (оңға),повернуть направо,to turn to the right,C1
6251,батып кетпеу,не утонуть,to not to sink,C1
6252,Жетпеушілік,Недостаточность,Insufficiency,C1
6253,Қосу (қолданыс),Добавление,Аddition,C1
6254,сақтану,беречься,to preservation,C1
6255,"қосу, үстемелеу",дополнить,to add,C1
6256,"ілу, ілініп тұру","вешать, висеть,",to hung,C1
6257,жұмсау (ақша),тратить (деньги),to spend,C1
6258,жұмыстан босату,уволить,to fire,C1
6259,су ішкісі келу,хотеть пить,to be thirsty,C1
6260,төсектен тұру,вставать из постели,to get up,C1
6261,өлу,умереть,to die,C1
6262,жерлеу,хоронить,to bury,C1
6263,Қуаныш – қайғы,Радость – печаль,Рleasure – grief,C1
6264,шыдай білу,выдержать,"to hold out (against), withstand",C1
6265,Мақтаныш –,Гордость –,Pride/simplicity,C1
6266,арсыздану,наглеть,to become impudent,C1
6267,арсыз болу,быть наглым,to be impudent,C1
6268,Сенімділік – күдіктілік,Надежность –,Reliability –,C1
6269,Тырысу – жалқаулық,Старание – лень,Effort – laziness,C1
6270,бар мүмкіндікті жасауға,стараться сделать все,to do one’s  best,C1
6271,тыңдау,слушать,to listen (to),C1
6272,қайта ойлау,передумать,to change one’s mind,C1
6273,Адамның эмоциялық,Эмоциональное,Emotional and,C1
6274,және физикалық,и физическое,physical condition,C1
6275,қалып күйі,состояние человека,of the person,C1
6276,таң тамаша қалу,"удивиться, восхищаться",to wonder( at),C1
6277,күйгелектену,суетиться,to fuss/bustle,C1
6278,сасқалақтау,теряться,to be at loss,C1
6279,ашулану,"сердиться, гневаться, злиться",to be angry with,C1
6280,сақадай сай болу,быть готовым,to be ready,C1
6281,құлағы бітіп қалу,заложить уши,to ear is blocked,C1
6282,қалшылдау,знобить,to to feel feverish,C1
6283,қалтырау,лихорадить,to cause fever in,C1
6284,жүрегі сыздау,болеть душой,to take to heart,C1
6285,қобалжу,"волноваться, беспокоиться",to worry,C1
6286,жүрегі орнына түсу,"успокоиться, перестать со-",to calm,C1
6287,жүрегі су ету,испугаться (какой-либо неожиданности),to tremble/shiver,C1
6288,дірілдеу,дрожать,to dry mouth,C1
6289,аузы құрғау,сухость во рту,to thrush,C1
6290,аузы уылу,мед. молочница (болезнь грудных детей),to thrush,C1
6291,таңдайы кебу,пересыхать в горле/ испытывать жажду,to be thirsty,C1
6292,сай сүйегі сырқырау,"ломить тело, болеть",aching pain,C1
6293,Логикалық операциялар,Логические операции,Logic operations,C1
6294,Жұмыс операцияларЫ,Рабочие операции,Working operations,C1
6295,құю,лить,to cast/ pour,C1
6296,бұрау (гайкамен),прикрутить (гайкой),to screw on,C1
6297,Жабу/ашу,Закрыть/открыть,Сlose/open,C1
6298,Cуға қатысты,Операции с водой,Operations with,C1
6299,айта беру,продолжать говорить,to to continue to speak,C1
6300,айтып бітіру,досказать,to finish/tell to,C1
6301,айтып жеткізу,донести,to inform (of),C1
6302,айтып қою,"сказать заранее, выдать секрет",to tell beforehand,C1
6303,ақыл айту,советовать (выступает в качестве вспомогательного гл.),to advise,C1
6304,арыз айту,жаловаться,to complain,C1
6305,айтпағанды айту,"оговаривать, клеветать",to calumniate,C1
6306,Біреуге,Обращаться,"Speak (to), address",C1
6307,қарата айту,к кому-либо,oneself (to),C1
6308,ұсыну (идея),предложить (идею),to suggest an idea,C1
6309,прокатқа алу/беру,брать или давать на прокат,to take or give on hive,C1
6310,Визит және этикет,Глаголы визита,Visit and etiquette,C1
6311,етістіктері,и этикета,verbs,C1
6312,қонақтарды қабылдау,принимать гостей,to to have guests,C1
6313,"кедергі келтіру, мазалау",мешать,to prevent,C1
6314,Этикетті бұзу,Нарушение этикета,Breach of the etiquette,C1
6315,кедергі келтіру,"мешать, препятствовать",to prevent,C1
6316,оккупациялау,оккупировать,to occupy,C1
6317,бағыну,подчиниться,to resign oneself,C1
6318,әскери тұтқын болу,быть военнопленным,to be prisoner of war,C1
6319,"ауырады (тамақ, тіс, іш, бас)","болит (горло, зуб, живот,",have a sore throat/,C1
6320,шақыру (дәрігерді),вызвать (врача),to call a doctor,C1
6321,емдеу (кімді?),лечить (кого?),to cure/heal up,C1
6322,сындыру (аяғын сындырып алу),сломать (ногу),to break smb’s leg,C1
6323,"байлау, таңу",перевязать,to bandage,C1
6324,"жазылу, емделу, сауығу","вылечиться, выздоравливать",to recover,C1
6325,ауруханадан шығу,выписаться,to dislocate,C1
6326,"күту, өзін-өзі күту","ухаживать, следить за собой",to take good care of oneself,C1
6327,"көңілін сұрау, бару",навестить кого-то,to come to see,C1
6328,өзін нашар сезіну,чувствовать себя плохо,to feel bad,C1
6329,жерге қону,приземлиться,to fly,C1
6330,сапар шегу (қайда?),путешествовать (куда?),to lose,C1
6331,жаяу жүру,идти пешком,to travel (where?),C1
6332,бару (қайда?),пойти (куда?),to walk,C1
6333,жүзу (қайда?),плыть (куда?),to go (where?),C1
6334,ұшу (қайда?),лететь (куда?),to float (where?),C1
6335,отыру – неге отыру?,сесть – сесть на что?,to go/travel by plane (where?),C1
6336,сапар шегу – қайда,путешествовать куда? –,to get on (what?)/take (what?),C1
6337,шығу (қайда?),выйти (куда?),to travel (where?),C1
6338,келу (қайда келу?),прийти/приехать (куда?),to arrive/come (where?),C1
6339,кету (қайда кету?),уйти/уехать (куда?),to leave (where?),C1
6340,"қайда жүзу, қайда малту?",плыть (куда?),to swim (where?),C1
6341,нені көру?,посмотреть (что?),to watch (what?),C1
6342,нені қарау?,осмотреть (что?),to look (round)(what?),C1
6343,қайдан (келу?),приехать откуда?,to arrive (where)?,C1
6344,жүру (қайда?),идти (поезд идет) куда?,train to (where)?,C1
6345,келу – (пойыз келді) қайда?,прийти (поезд пришел) куда?,train arrives/pulls in (where)?,C1
6346,кіру – қайда кіру?,войти – войти куда?,to enter (where)?,C1
6347,шығу – қайда шығу?,выйти – выйти куда?,to exist (where)?,C1
6348,кету – қайда кету?,уйти – уйти куда?,to leave (where)?,C1
6349,қайда ұшу?,летать (куда?),to travel by plane/fly in/on a plane (where)?,C1
6350,ұшып келу – қайда?,прилететь куда?,to arrive (by air)(where)?,C1
6351,ұшып кету – қайда ұшып кету?,улететь – улететь куда?,to fly (away) (where)?,C1
6352,қайда жүзу?,плыть куда?,to float (where)?,C1
6353,"көшу, көшіп келу",переехать,to move to,C1
6354,өтіп кету – неден өтіп кету?,проехать что?,to pass by (what)?,C1
6355,шегіну – пойыз шегінді неден?,отойти (поезд отходит) от чего?,to leave/pull out/depart?,C1
6356,жету – неге жетті?,подойти – подошел к чему?,"to come in, pull in (where)?",C1
6357,жинау (жүк),"складывать, убирать",to tidy up,C1
6358,жуу (қол),мыть,to clean the appartment,C1
6359,сүрту (шаң),вытирать,to dust,C1
6360,абаттандыру,благоустроить,to face-lift,C1
6361,ажарлау,шлифовать,to grinding,C1
6362,"шығу, көтерілу",подняться,to rise,C1
6363,түсу,спуститься,to go/come down,C1
6364,қайта ат қою,переименовать,to rename,C1
6365,айналдыру,преобразовать,to transform,C1
6366,алмастыру,заменить,to substitute,C1
6367,сүрлеу,коптить,to smoke,C1
6368,тұздау,солить,to salt,C1
6369,шабу,косить,to mow,C1
6370,тігіс тігу,шить,to sew,C1
6371,балғамен ұру,забивать молотком,to hummer,C1
6372,сату,продать,to sell,C1
6373,брать,алу,to take,C1
6374,әкелу,"привести, принести",to bring,C1
6375,сөмкені көтеру,поднять сумку,to lift,C1
6376,лақтыру,кидать,to throw,C1
6377,тарту,тянуть,to pull/draw,C1
6378,"жеңу, ұту",победить,to gain/win,C1
6379,"жеңілу, ұтылу",проиграть,to lose,C1
6380,тұрғызу,построить,to upbuild,C1
6381,"сұрау, тергеу",допрасить,"to interrogate, examine, question",C1
6382,сұрақ қою,задать вопрос,to question,C1
6383,ерту,растворить,to dissolve,C1
6384,ажырау,разлучиться,"to separate, get detached",C1
6385,іру,киснуть,to turn sour,C1
6386,таңдау – нені таңдау?,выбрать – выбрать что?,to choose (what)?,C1
6387,ауыстыру – нені ауыстыру?,менять – поменять что?,to change (what)?,C1
6388,өлшеу – нені өлшеу?,мерить – померить что?,to try on (what)?,C1
6389,сатып алу – нені сатып алу?,купить – купить что?,to buy (what)?,C1
6390,кию – нені кию?,надеть – надеть что?,to wear (what)?,C1
6391,тігу – нені тігу?,шить – сшить что?,to sew(what)?,C1
6392,сыйлау – нені сыйлау?,дарить – подарить что?,to present (what)?,C1
6393,киіндіру – кімді киіндіру?,одевать – одеть кого?,to choose (what)? to dress (who)?,C1
6394,нәрсеге,направленные на кого-,"on someone, on",C1
6395,бағытталған іс-әрекет,"либо, на что-либо",something,C1
6396,жазып алу – нені жазу?,записать – записать что?,to write down (what)?,C1
6397,еске сақтау–нені еске сақтау?,запомнить–запомнить что?,to remember (what)?,C1
6398,нені білу?,знать что?,to know (what)?,C1
6399,түзеу – нені түзеу?,исправить – исправить что?,to correct(what)?,C1
6400,тексеру – нені тексеру?,проверять – проверить что?,to check (what)?,C1
6401,бастау – нені бастау?,начинать – начать (ант.) что?,to begin (what)?,C1
6402,жалғастыру – нені,продолжить–продолжить,to continue (what)?,C1
6403,аяқтау – нені аяқтау?,закончить – окончить что?,to finish (what)?,C1
6404,немен?,с чем?,to compare (what) with,C1
6405,конспектілеу – нені,конспектировать что?,(what)?,C1
6406,талқылау – нені талқылау?,обсуждать – обсудить что?,to discuss (what) with,C1
6407,кіммен?,с кем?,(whom)?,C1
6408,"Бір нәрсенің, біреудің","Цена, значимость","The price, the",C1
6409,"бағасы, маңыздылығы","чего-либо, кого-либо","importance something, someone",C1
6410,"беру – баға беру, неге?",давать – дать оценку чему?,to еvaluate (what)?,C1
6411,"жақсы көру (кімді, нені?)",любить кого? что?,to love smb.,C1
6412,ұнату – кімге ұнау?,симпотизировать – понравиться кому?,to liked,C1
6413,сыйлау – кімді сыйлау?,уважать кого?,to respect smb.,C1
6414,ұрысу – кімге ұрсу? неге?,ругать кого? что?,to scould at/abuse (whom)?,C1
6415,"маңызы бар, маңызы болу",иметь значение,to be of importance,C1
6416,келісу – кіммен келісу?,соглашаться – согласиться с кем?,to agree with (whom)?,C1
6417,сынау – кімді? нені?,критиковать кого? что?,to criticize (whom? What?),C1
6418,мақтау – кімді мақтау?,хвалить – похвалить кого?,to Give the compliment for (whom?),C1
6419,кімнің ролінде ойнау,играть в роли кого?,to play the role of (whom?),C1
6420,"Бағалау,","Оценка,",Evoluation,C1
6421,қатыстылық,относиться,To concern whom /,C1
6422,"(кімге, неге, қашан?)",к кому/ чему? как?,What? How?,C1
6423,"білдіру (көзқарасын, пікірін,",выражать – выразить (точку,to give voice/express,C1
6424,бағасын білдіру),"зрения, мнение, оценку)",opinion,C1
6425,бағалау – нені бағалау?,оценивать – оценить что?,to what to price?,C1
6426,бағалау – кімді? нені?,ценить кого? что?,to what to evaluate?,C1
6427,қайда бару?,ехать куда?,to go (where)?,C1
6428,күйеуге шығу,выйти замуж,to marry smb./be married to smb.,C1
6429,Мамандыққа,Слова связанные с,Words connected,C1
6430,істеу – не істеу?,делать – сделать что?,to be busy with (what)?,C1
6431,өндіру,производить  что?,to produce(what)?,C1
6432,құру,создать что?,to set up/ establish/ develop (what)?,C1
6433,алу – мамандық алу,"получить (профессию, специальность)",to have a profession,C1
6434,Спорт терминдері,Спортивные термины,Sport terms,C1
6435,"жүгіру, қашып кету, зымырау",бежать,to run,C1
6436,"сөйлесу, сөйлеу",выступать – выступить,"to speak, make a speech",C1
6437,дайындалу – неге,готовиться – подготовиться,to prepare for (what)?,C1
6438,жеңу – кімді жеңу?,победить кого?,to win (who)?,C1
6439,"жүгіру, қашу",убегать,"to run, run away",C1
6440,"жүзу, малту, қалықтау",плавать,to swim,C1
6441,"кімге жанкүйер болу, не үшін?",болеть за кого? за что?,to be a fun (who)?,C1
6442,не ойнау?,играть во что?,to what to play for?,C1
6443,немен айналысу?,заниматься чем?,to what to be busy?,C1
6444,"ұтылып қалу, ұтылу, жеңілу",проиграть,to lose,C1
6445,пісіру (нені?),варить – сварить что?,to boil (What)?,C1
6446,таңдау (нені?),выбирать – выбрать что?,to chose what?,C1
6447,тапсырыс беру (неге?),заказать – заказать что?,to order what?,C1
6448,дайындау (нені?),готовить – приготовить что?,to prepare what?,C1
6449,жаттау – нені жаттау?,учить – выучить что?,to learn by heart (what)?,C1
6450,оқу – нені оқу?,читать – прочитать что?,to read (what)?,C1
6451,жазу – нені жазу?,писать – написать что?,to write (what)?,C1
6452,"беру – тапсырма, сұрақ","задать – задать (вопрос,",to give smb. task,C1
6453,түсіну – нені түсіну?,понимать – понять что?,to learn,C1
6454,түсіндіру – нені түсіндіру?,объяснять – объяснить что? кому?,to explain (what) to (whom)?,C1
6455,түсу – қайда түсу?,поступить – поступить куда?,to enter (where) (the university)?,C1
6456,кім болу?,стать кем?,to become (what)?,C1
6457,талдау – нені талдау?,анализировать – проанализировать что?,to analyze what?,C1
6458,зерттеу – нені зерттеу?,исследовать что?,to discover/invention,C1
6459,жасау – жаңалық ашу,делать – сделать (открытие),to study what/research?,C1
6460,шығару – нені шығару?,решать – решить что?,to solve what?,C1
6461,оқыту – кімді оқыту?,учить – научить кого?,to teach whom?,C1
6462,теңеу – нені немен теңеу?,сравнивать – сравнить что,to compare what with,C1
6463,Ғылыми қарым-,Глаголы относящие-,Verbs concerning,C1
6464,қатынасқа қатысты,ся к научной связи,scientific,C1
6465,"суреттеу, сипаттау",описание,description,C1
6466,"салыстыру, салғастыру",сопоставление,"comparison, contrusting",C1
6467,"Демалыс, мереке","Отдых, праздники","Rest, holidays",C1
6468,шақыру – шақыру кімді?,пригласить– пригласить,"to invite (whom),  (where)?",C1
6469,құттықтау – кімді,поздравить – поздравить,to congratulate  (whom) on,C1
6470,құттықтау? немен?,кого? с чем?,(what)?,C1
6471,"айту, сөйлеу",говорить – сказать,to speak (english/russian),C1
6472,"(ағылшынша, орысша)","(по-английский, по-русски) (син.) кому? о чем?",to (whom)?,C1
6473,шақыру – кімді шақыру?,звать – позвать (син.) кого?,to call for/in (whom)?,C1
6474,беру – нені беру?,передать – передать что?,to send (what)?,C1
6475,қайталау – нені қайталау?,повторять – повторить что?,to repeat (what)?,C1
6476,"жіберу – нені жіберу, кімге жіберу?",послать – послать что? кому?,to send (what) (whom)?,C1
6477,сұрау – кімнен сұрау?,просить – попросить кого?,to ask (whom)?,C1
6478,тыңдау (радио тыңдау),слушать (по радио),to listen to (radio),C1
6479,сұрау – не туралы сұрау?,спросить – спросить о чем?,to ask (about) (what)?,C1
6480,жауап беру – кімге жауап беру?,ответить – ответить кому?,to answer (whom)?,C1
6481,әңгімелесу – не туралы,беседовать – беседовать,to talk to /with,C1
6482,не туралы әңгімелесу?,разговаривать (син.) о чем?,to speak about (what)?,C1
6483,аудару – нені аудару?,перевести – перевести что?,to translate (what)?,C1
6484,көрсету – нені көрсету?,показать – показать что?,to show (what)?,C1
6485,қарау – нені қарау?,смотреть – посмотреть что?,to see (what)?,C1
6486,қатысу - әңгімеге қатысу,принять – принять участие (в разговоре),to take part in discussion,C1
6487,хабарлау – нені хабарлау?,сообщить – сообщить что? о,to who to inform? what to,C1
6488,не туралы?,чем?,inform?,C1
6489,білу – не туралы білу?,узнавать – узнать о чем?,to what to be informed? to consult /ask for,C1
6490,кеңесу – кіммен кеңесу?,советовать – посоветоваться с кем?,advice(whom)?,C1
6491,Қызмет әрекет саласына қатысты,Сферы деятельности,Field of activities,C1
6492,немен айналысу,заниматься чем?,to busy with (what)?,C1
6493,қайда жұмыс істеу?,работать где?,to work (where)?,C1
6494,не істеу?,делать что?,to be busy with(what)?,C1
6495,қайда еңбек ету?,трудиться где?,to work (where)?,C1
6496,нені ойнау?,играть во что?,to play (what?),C1
6497,нені зерттеу?,исследовать что?,to search (what)?,C1
6498,нені құру?,создать что?,to set up (what)?,C1
6499,нені ұйымдастыру?,организовать что?,to organize (what)?,C1
6500,неге жетекшілік ету?,руководить чем?,to lead (what)?,C1
6501,ұнау – ұнайды,нравиться – нравится,to like,C1
6502,жақсы көру – нені,полюбить что?,to like (what)?,C1
6503,"сурет салу – кімнің, ненің",рисовать – нарисовать,to draw/painting (whom)/,C1
6504,суретін салу?,кого? что?,(what)?,C1
6505,Жалпы ғылымға,Имена,Adjectives,C1
6506,қатысты сын есімдер,"прилагательные, относящиеся к науке",concerning science,C1
6507,"глобальды, жаһандық",глобальный,global,C1
6508,механикалық,механический,mechanical,C1
6509,шолу,обзор,review,C1
6510,Температуралық,Температурное,Temperature,C1
6511,"өзгеріс, заттың","изменение,","change, substance",C1
6512,қалып-күйі,состояние вещества,condition,C1
6513,қыздыру,греть,to warm/heat,C1
6514,жылыту,согреть,to warm,C1
6515,суыту,охладить,to cool/cool off,C1
6516,мұздату,заморозить,to freeze,C1
6517,балқыту,"плавить, расплавлять",to melt down,C1
6518,"Заттың, құбылыстың",Возникновение/,Temperature,C1
6519,пайда болуы/,исчезновение,a substance,C1
6520,жоғалуы,"веществ, явлений",condition,C1
6521,ғайып болу,исчезнуть,to disappear/vanish,C1
6522,құрту,погубить,to ruin/destroy,C1
6523,қазаға ұшырау,погибнуть,to peris/be lost,C1
6524,суға кету,утонуть,to drown,C1
6525,жағдаятына,в соответствии с си-,according to,C1
6526,қарай сөйлеуді,туацией общения и,a situation of,C1
6527,қатысым жасау,вступать в коммуникацию,to enter into communication with smb,C1
6528,әңгімені бастау,инициировать беседу,to initiate talk,C1
6529,әңгімені қолдау,поддерживать беседу,to have talk,C1
6530,әңгіме тақырыбын өзгерту,изменить тему беседы,to change the theme,C1
6531,"қатысым жағдаятына қарай,",завершить беседу адекватно,to finish conversation of,C1
